# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  5 19:33:53 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
Kepler-1947 b,0.0711000000,,,0,1.686000,0.413000,-0.709000,0,6040.00,201.00,-201.00,0
Kepler-1947 b,,,,0,1.053580,0.048624,-0.042662,0,5992.88,98.44,-107.32,0
Kepler-1947 b,0.0711000000,,,0,1.686000,0.777000,-0.613000,0,6040.00,199.00,-195.00,0
Kepler-1947 b,0.0711000000,,,0,1.686000,0.777000,-0.613000,0,6040.00,199.00,-195.00,0
Kepler-1947 b,0.0737500000,0.0005600000,-0.0005600000,0,1.046000,0.025000,-0.025000,0,5970.00,60.00,-60.00,0
Kepler-1947 b,0.0711000000,,,0,1.686000,0.777000,-0.613000,0,6040.00,199.00,-195.00,0
Kepler-1947 b,,,,,1.686000,0.413000,-0.709000,0,6040.00,201.00,-201.00,0
Kepler-1948 b,0.0989000000,,,0,0.526000,0.100000,-0.050000,0,3842.00,117.00,-71.00,0
Kepler-1948 b,0.0989000000,,,0,0.526000,0.100000,-0.050000,0,3842.00,117.00,-71.00,0
Kepler-1948 b,,,,0,0.799053,,,0,3932.00,122.00,-122.00,0
Kepler-1948 b,0.0989000000,,,0,0.526000,0.100000,-0.050000,0,3842.00,117.00,-71.00,0
Kepler-1948 b,,,,,0.557000,0.033000,-0.033000,0,3872.00,77.00,-84.00,0
Kepler-1948 b,0.1022000000,,,0,0.557000,0.033000,-0.033000,0,3872.00,77.00,-84.00,0
Kepler-1949 b,0.0352000000,,,0,1.454000,0.251000,-0.276000,0,6028.00,81.00,-81.00,0
Kepler-1949 b,0.0334000000,,,0,0.989000,0.415000,-0.099000,0,6131.00,164.00,-206.00,0
Kepler-1949 b,0.0334000000,,,0,0.989000,0.415000,-0.099000,0,6131.00,164.00,-206.00,0
Kepler-1949 b,0.0334000000,,,0,0.989000,0.415000,-0.099000,0,6131.00,164.00,-206.00,0
Kepler-1949 b,,,,0,2.153050,,,0,5930.28,183.70,-183.70,0
Kepler-1949 b,,,,,1.454000,0.251000,-0.276000,0,6028.00,81.00,-81.00,0
Kepler-195 b,0.0769000000,,,0,0.791000,0.189000,-0.060000,0,5324.00,169.00,-140.00,0
Kepler-195 b,0.0769000000,,,0,0.791000,0.189000,-0.060000,0,5324.00,169.00,-140.00,0
Kepler-195 b,,,,,0.806000,0.036000,-0.035000,0,5232.00,105.00,-105.00,0
Kepler-195 b,0.0765900000,0.0006400000,-0.0006400000,0,0.795000,0.024000,-0.023000,0,5232.00,60.00,-60.00,0
Kepler-195 b,,,,,0.798803,,,0,5228.00,122.00,-122.00,0
Kepler-195 b,,,,,0.790000,0.051000,-0.055000,0,5234.00,64.43,-54.84,0
Kepler-195 b,0.0760000000,,,0,0.740000,0.220000,-0.220000,0,5296.00,81.00,-81.00,0
Kepler-195 b,,,,0,0.798803,,,0,5228.00,122.00,-122.00,0
Kepler-195 b,0.0769000000,,,0,0.791000,0.189000,-0.060000,0,5324.00,169.00,-140.00,0
Kepler-195 b,0.0768000000,,,0,0.786000,0.132000,-0.066000,0,5320.00,159.00,-143.00,0
Kepler-195 b,0.0770000000,,,0,0.775000,0.284000,-0.284000,0,5329.00,200.00,-200.00,0
Kepler-195 c,,,,,0.798803,,,0,5228.00,122.00,-122.00,0
Kepler-195 c,0.1950000000,,,0,0.740000,0.220000,-0.220000,0,5296.00,81.00,-81.00,0
Kepler-195 c,,,,,0.790000,0.051000,-0.055000,0,5234.00,64.43,-54.84,0
Kepler-195 c,0.1969000000,,,0,0.786000,0.132000,-0.066000,0,5320.00,159.00,-143.00,0
Kepler-195 c,,,,,0.806000,0.036000,-0.035000,0,5232.00,105.00,-105.00,0
Kepler-195 c,0.1970000000,,,0,0.775000,0.284000,-0.284000,0,5329.00,200.00,-200.00,0
Kepler-195 c,0.1971000000,,,0,0.791000,0.189000,-0.060000,0,5324.00,169.00,-140.00,0
Kepler-195 c,,,,,0.798803,,,0,5228.00,122.00,-122.00,0
Kepler-195 c,0.1971000000,,,0,0.791000,0.189000,-0.060000,0,5324.00,169.00,-140.00,0
Kepler-195 c,0.1963400000,0.0016700000,-0.0016700000,0,0.795000,0.024000,-0.023000,0,5232.00,60.00,-60.00,0
Kepler-195 c,,,,0,0.798803,,,0,5228.00,122.00,-122.00,0
Kepler-195 c,0.1971000000,,,0,0.791000,0.189000,-0.060000,0,5324.00,169.00,-140.00,0
Kepler-1950 b,0.0871000000,,,0,0.852000,0.190000,-0.127000,0,5455.00,162.00,-162.00,0
Kepler-1950 b,,,,0,0.843518,,,0,5526.06,86.11,-86.11,0
Kepler-1950 b,0.0871000000,,,0,0.852000,0.584000,-0.110000,0,5455.00,183.00,-148.00,0
Kepler-1950 b,,,,,0.852000,0.190000,-0.127000,0,5455.00,162.00,-162.00,0
Kepler-1950 b,0.0871000000,,,0,0.852000,0.584000,-0.110000,0,5455.00,183.00,-148.00,0
Kepler-1950 b,0.0871000000,,,0,0.852000,0.584000,-0.110000,0,5455.00,183.00,-148.00,0
Kepler-1951 b,,,,,1.306000,0.230000,-0.306000,0,5468.00,81.00,-65.00,0
Kepler-1951 b,,,,0,2.041150,,,0,5391.00,122.00,-122.00,0
Kepler-1951 b,0.1359000000,,,0,0.900000,0.444000,-0.128000,0,5497.00,177.00,-139.00,0
Kepler-1951 b,0.1359000000,,,0,0.900000,0.444000,-0.128000,0,5497.00,177.00,-139.00,0
Kepler-1951 b,0.1435000000,,,0,1.306000,0.230000,-0.306000,0,5468.00,81.00,-65.00,0
Kepler-1951 b,0.1359000000,,,0,0.900000,0.444000,-0.128000,0,5497.00,177.00,-139.00,0
Kepler-1952 b,0.1724000000,,,0,1.305000,0.186000,-0.205000,0,5973.00,116.00,-115.00,0
Kepler-1952 b,,,,,1.305000,0.193000,-0.266000,0,5973.00,120.00,-108.00,0
Kepler-1952 b,,,,,,,,,5908.74,147.97,-147.97,0
Kepler-1952 b,0.1724000000,,,0,1.305000,0.186000,-0.205000,0,5973.00,116.00,-115.00,0
Kepler-1952 b,0.1724000000,,,0,1.305000,0.193000,-0.266000,0,5973.00,120.00,-108.00,0
Kepler-1952 b,0.1724000000,,,0,1.305000,0.186000,-0.205000,0,5973.00,116.00,-115.00,0
Kepler-1952 b,,,,0,,,,,5908.74,147.97,-147.97,0
Kepler-1953 b,0.0606000000,,,0,0.720000,0.089000,-0.055000,0,4859.00,171.00,-144.00,0
Kepler-1953 b,,,,,0.707000,0.080000,-0.049000,0,4858.00,161.00,-161.00,0
Kepler-1953 b,0.0606000000,,,0,0.720000,0.089000,-0.055000,0,4859.00,171.00,-144.00,0
Kepler-1953 b,,,,0,0.755738,,,0,4621.00,122.00,-122.00,0
Kepler-1953 b,0.0606000000,,,0,0.720000,0.089000,-0.055000,0,4859.00,171.00,-144.00,0
Kepler-1953 b,0.0607000000,,,0,0.707000,0.080000,-0.049000,0,4858.00,161.00,-161.00,0
Kepler-1954 b,0.0625000000,,,0,0.847000,0.378000,-0.066000,0,5835.00,177.00,-168.00,0
Kepler-1954 b,0.0625000000,,,0,0.847000,0.378000,-0.066000,0,5835.00,177.00,-168.00,0
Kepler-1954 b,0.0625000000,,,0,0.847000,0.378000,-0.066000,0,5835.00,177.00,-168.00,0
Kepler-1954 b,,,,,0.849000,0.254000,-0.079000,0,5840.00,174.00,-174.00,0
Kepler-1954 b,0.0625000000,,,0,0.849000,0.254000,-0.079000,0,5840.00,174.00,-174.00,0
Kepler-1954 b,,,,0,1.011090,,,0,5891.00,123.00,-123.00,0
Kepler-1955 b,0.1176000000,,,0,1.236000,0.231000,-0.174000,0,5826.00,102.00,-126.00,0
Kepler-1955 b,0.1176000000,,,0,1.236000,0.231000,-0.174000,0,5826.00,102.00,-126.00,0
Kepler-1955 b,0.1170000000,,,0,1.291000,0.220000,-0.220000,0,5825.00,105.00,-117.00,0
Kepler-1955 b,0.1176000000,,,0,1.236000,0.231000,-0.174000,0,5826.00,102.00,-126.00,0
Kepler-1955 b,,,,0,1.278930,0.075558,-0.083050,0,5825.26,187.46,-96.19,0
Kepler-1955 b,,,,,1.291000,0.220000,-0.220000,0,5825.00,105.00,-117.00,0
Kepler-1955 b,0.1195900000,0.0011400000,-0.0011400000,0,1.228000,0.032000,-0.031000,0,5894.00,60.00,-60.00,0
Kepler-1956 b,0.0563000000,,,0,0.682000,0.032000,-0.060000,0,4391.00,118.00,-131.00,0
Kepler-1956 b,0.0563000000,,,0,0.682000,0.037000,-0.058000,0,4391.00,131.00,-130.00,0
Kepler-1956 b,0.0563000000,,,0,0.682000,0.037000,-0.058000,0,4391.00,131.00,-130.00,0
Kepler-1956 b,,,,,0.682000,0.032000,-0.060000,0,4391.00,118.00,-131.00,0
Kepler-1956 b,,,,0,0.569450,,,0,4191.00,122.00,-122.00,0
Kepler-1956 b,0.0563000000,,,0,0.682000,0.037000,-0.058000,0,4391.00,131.00,-130.00,0
Kepler-1957 b,,,,,0.772000,0.060000,-0.080000,0,4904.00,148.00,-148.00,0
Kepler-1957 b,,,,0,0.752243,,,0,4709.51,52.06,-52.06,0
Kepler-1957 b,0.0299000000,,,0,0.772000,1.225000,-0.072000,0,4904.00,153.00,-125.00,0
Kepler-1957 b,0.0299000000,,,0,0.772000,0.060000,-0.080000,0,4904.00,148.00,-148.00,0
Kepler-1957 b,0.0299000000,,,0,0.772000,1.225000,-0.072000,0,4904.00,153.00,-125.00,0
Kepler-1957 b,0.0299000000,,,0,0.772000,1.225000,-0.072000,0,4904.00,153.00,-125.00,0
Kepler-1958 b,0.0853000000,,,0,0.855000,0.350000,-0.065000,0,5733.00,167.00,-154.00,0
Kepler-1958 b,0.0853000000,,,0,0.855000,0.350000,-0.065000,0,5733.00,167.00,-154.00,0
Kepler-1958 b,0.0856000000,,,0,0.864000,0.234000,-0.078000,0,5749.00,153.00,-170.00,0
Kepler-1958 b,,,,0,1.110670,,,0,5474.00,123.00,-123.00,0
Kepler-1958 b,0.0853000000,,,0,0.855000,0.350000,-0.065000,0,5733.00,167.00,-154.00,0
Kepler-1958 b,,,,,0.864000,0.234000,-0.078000,0,5749.00,153.00,-170.00,0
Kepler-1959 b,,,,,0.811000,0.080000,-0.088000,0,5071.00,153.00,-138.00,0
Kepler-1959 b,,,,0,0.775895,,,0,4989.00,122.00,-122.00,0
Kepler-1959 b,0.0617000000,,,0,0.811000,0.705000,-0.078000,0,5071.00,170.00,-129.00,0
Kepler-1959 b,0.0617000000,,,0,0.811000,0.705000,-0.078000,0,5071.00,170.00,-129.00,0
Kepler-1959 b,0.0617000000,,,0,0.811000,0.705000,-0.078000,0,5071.00,170.00,-129.00,0
Kepler-1959 b,0.0617000000,,,0,0.811000,0.080000,-0.088000,0,5071.00,153.00,-138.00,0
Kepler-196 b,0.1360000000,,,0,0.830000,0.540000,-0.540000,0,5231.00,99.00,,0
Kepler-196 b,,,,0,0.793822,,,0,5168.00,122.00,-122.00,0
Kepler-196 b,0.1380000000,,,0,0.782000,0.056000,-0.056000,0,5128.00,100.00,-100.00,0
Kepler-196 b,,,,,0.790000,0.022000,-0.021000,0,5163.00,73.65,-57.89,0
Kepler-196 b,,,,,0.793822,,,0,5168.00,122.00,-122.00,0
Kepler-196 b,0.1441000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-196 b,0.1441000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-196 b,0.1441000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-196 b,,,,,0.789000,0.034000,-0.032000,0,5146.00,103.00,-103.00,0
Kepler-196 b,0.1375000000,,,0,0.770000,0.054000,-0.040000,0,5132.00,102.00,-102.00,0
Kepler-196 b,,,,,0.793822,,,0,5168.00,122.00,-122.00,0
Kepler-196 b,0.1394200000,0.0011400000,-0.0011400000,0,0.779000,0.021000,-0.020000,0,5146.00,60.00,-60.00,0
Kepler-196 c,0.2400000000,,,0,0.782000,0.056000,-0.056000,0,5128.00,100.00,-100.00,0
Kepler-196 c,,,,,0.793822,,,0,5168.00,122.00,-122.00,0
Kepler-196 c,0.2501000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-196 c,,,,,0.789000,0.034000,-0.032000,0,5146.00,103.00,-103.00,0
Kepler-196 c,0.2419900000,0.0019700000,-0.0019700000,0,0.779000,0.021000,-0.020000,0,5146.00,60.00,-60.00,0
Kepler-196 c,0.2501000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-196 c,,,,,0.790000,0.022000,-0.021000,0,5163.00,73.65,-57.89,0
Kepler-196 c,0.2501000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-196 c,,,,,0.793822,,,0,5168.00,122.00,-122.00,0
Kepler-196 c,,,,0,0.793822,,,0,5168.00,122.00,-122.00,0
Kepler-196 c,0.2360000000,,,0,0.830000,0.540000,-0.540000,0,5231.00,99.00,,0
Kepler-196 c,0.2387000000,,,0,0.770000,0.054000,-0.040000,0,5132.00,102.00,-102.00,0
Kepler-196 d,,,,,0.770000,0.054000,-0.040000,0,5132.00,102.00,-102.00,0
Kepler-196 d,,,,0,0.793822,,,0,5168.00,122.00,-122.00,0
Kepler-196 d,0.4698000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-196 d,0.4484000000,,,0,0.770000,0.054000,-0.040000,0,5132.00,102.00,-102.00,0
Kepler-196 d,0.4698000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-196 d,0.4545000000,0.0036600000,-0.0036600000,0,0.779000,0.021000,-0.020000,0,5146.00,60.00,-60.00,0
Kepler-196 d,,,,,0.793822,,,0,5168.00,122.00,-122.00,0
Kepler-196 d,0.4698000000,,,0,1.501000,0.935000,-0.627000,0,5313.00,177.00,-156.00,0
Kepler-1960 b,,,,0,1.290150,,,0,5938.54,151.40,-151.40,0
Kepler-1960 b,0.0351000000,,,0,1.035000,0.491000,-0.090000,0,6363.00,169.00,-217.00,0
Kepler-1960 b,0.0354000000,,,0,1.072000,0.312000,-0.134000,0,6371.00,169.00,-207.00,0
Kepler-1960 b,0.0351000000,,,0,1.035000,0.491000,-0.090000,0,6363.00,169.00,-217.00,0
Kepler-1960 b,,,,,1.072000,0.312000,-0.134000,0,6371.00,169.00,-207.00,0
Kepler-1960 b,0.0351000000,,,0,1.035000,0.491000,-0.090000,0,6363.00,169.00,-217.00,0
Kepler-1961 b,0.0585000000,,,0,0.766000,0.209000,-0.054000,0,5396.00,166.00,-143.00,0
Kepler-1961 b,0.0585000000,,,0,0.766000,0.209000,-0.054000,0,5396.00,166.00,-143.00,0
Kepler-1961 b,,,,,0.777000,0.132000,-0.066000,0,5401.00,159.00,-159.00,0
Kepler-1961 b,0.0585000000,,,0,0.766000,0.209000,-0.054000,0,5396.00,166.00,-143.00,0
Kepler-1961 b,,,,0,0.907236,,,0,5171.00,122.00,-122.00,0
Kepler-1961 b,0.0588000000,,,0,0.777000,0.132000,-0.066000,0,5401.00,159.00,-159.00,0
Kepler-1962 b,,,,0,0.870793,,,0,5766.00,123.00,-123.00,0
Kepler-1962 b,,,,,1.006000,0.148000,-0.079000,0,5700.00,77.00,-77.00,0
Kepler-1962 b,0.0764000000,,,0,0.930000,0.369000,-0.097000,0,5931.00,166.00,-172.00,0
Kepler-1962 b,0.0764000000,,,0,0.930000,0.369000,-0.097000,0,5931.00,166.00,-172.00,0
Kepler-1962 b,0.0783000000,,,0,1.006000,0.148000,-0.079000,0,5700.00,77.00,-77.00,0
Kepler-1962 b,0.0764000000,,,0,0.930000,0.369000,-0.097000,0,5931.00,166.00,-172.00,0
Kepler-1963 b,0.0298000000,,,0,0.979000,0.369000,-0.121000,0,5726.00,167.00,-156.00,0
Kepler-1963 b,0.0291500000,0.0003600000,-0.0003600000,0,0.814000,0.021000,-0.020000,0,5443.00,60.00,-60.00,0
Kepler-1963 b,,,,,0.979000,0.270000,-0.146000,0,5726.00,170.00,-170.00,0
Kepler-1963 b,0.0298000000,,,0,0.979000,0.369000,-0.121000,0,5726.00,167.00,-156.00,0
Kepler-1963 b,,,,0,0.826189,,,0,5470.00,122.00,-122.00,0
Kepler-1963 b,0.0298000000,,,0,0.979000,0.270000,-0.146000,0,5726.00,170.00,-170.00,0
Kepler-1963 b,0.0298000000,,,0,0.979000,0.369000,-0.121000,0,5726.00,167.00,-156.00,0
Kepler-1964 b,0.0322000000,,,0,0.698000,0.074000,-0.056000,0,4803.00,170.00,-170.00,0
Kepler-1964 b,,,,,0.698000,0.074000,-0.056000,0,4803.00,170.00,-170.00,0
Kepler-1964 b,,,,0,,,,,,,,
Kepler-1964 b,0.0320000000,,,0,0.710000,0.083000,-0.059000,0,4798.00,191.00,-154.00,0
Kepler-1964 b,0.0320000000,,,0,0.710000,0.083000,-0.059000,0,4798.00,191.00,-154.00,0
Kepler-1964 b,0.0320000000,,,0,0.710000,0.083000,-0.059000,0,4798.00,191.00,-154.00,0
Kepler-1965 b,0.2297100000,0.0028500000,-0.0028500000,0,0.908000,0.023000,-0.023000,0,5600.00,60.00,-60.00,0
Kepler-1965 b,0.2305000000,,,0,0.842000,0.345000,-0.066000,0,5864.00,149.00,-157.00,0
Kepler-1965 b,,,,,0.837000,0.223000,-0.074000,0,5852.00,140.00,-158.00,0
Kepler-1965 b,,,,0,0.993645,,,0,5542.49,116.57,-116.57,0
Kepler-1965 b,0.2305000000,,,0,0.842000,0.345000,-0.066000,0,5864.00,149.00,-157.00,0
Kepler-1965 b,,,,,0.993645,,,0,5542.49,116.57,-116.57,0
Kepler-1965 b,0.2305000000,,,0,0.842000,0.345000,-0.066000,0,5864.00,149.00,-157.00,0
Kepler-1965 b,0.2301000000,,,0,0.837000,0.223000,-0.074000,0,5852.00,140.00,-158.00,0
Kepler-1966 b,0.0721000000,,,0,0.657000,0.085000,-0.051000,0,5013.00,152.00,-136.00,0
Kepler-1966 b,,,,0,0.764415,,,0,4764.58,103.30,-103.30,0
Kepler-1966 b,0.0721000000,,,0,0.657000,0.085000,-0.051000,0,5013.00,152.00,-136.00,0
Kepler-1966 b,0.0721000000,,,0,0.657000,0.085000,-0.051000,0,5013.00,152.00,-136.00,0
Kepler-1966 b,,,,,0.840000,0.032000,-0.064000,0,5009.00,74.00,-82.00,0
Kepler-1966 b,0.0763000000,,,0,0.840000,0.032000,-0.064000,0,5009.00,74.00,-82.00,0
Kepler-1967 b,0.0735000000,,,0,1.806000,1.456000,-0.994000,0,4970.00,149.00,-136.00,0
Kepler-1967 b,0.0735000000,,,0,1.806000,1.456000,-0.994000,0,4970.00,149.00,-136.00,0
Kepler-1967 b,,,,0,0.749033,0.039686,-0.063143,0,4813.00,147.31,-124.02,0
Kepler-1967 b,0.0668600000,0.0008100000,-0.0008100000,0,0.724000,0.020000,-0.019000,0,4825.00,60.00,-60.00,0
Kepler-1967 b,,,,,1.806000,1.020000,-1.020000,0,4970.00,164.00,-134.00,0
Kepler-1967 b,0.0735000000,,,0,1.806000,1.020000,-1.020000,0,4970.00,164.00,-134.00,0
Kepler-1967 b,0.0735000000,,,0,1.806000,1.456000,-0.994000,0,4970.00,149.00,-136.00,0
Kepler-1968 b,0.0696000000,,,0,0.787000,0.125000,-0.054000,0,5009.00,205.00,-156.00,0
Kepler-1968 b,0.0696000000,,,0,0.787000,0.125000,-0.054000,0,5009.00,205.00,-156.00,0
Kepler-1968 b,0.0696000000,,,0,0.788000,0.082000,-0.067000,0,5008.00,192.00,-174.00,0
Kepler-1968 b,,,,0,0.699473,,,0,4748.00,122.00,-122.00,0
Kepler-1968 b,,,,,0.788000,0.082000,-0.067000,0,5008.00,192.00,-174.00,0
Kepler-1968 b,0.0696000000,,,0,0.787000,0.125000,-0.054000,0,5009.00,205.00,-156.00,0
Kepler-1969 b,0.0717000000,,,0,1.007000,0.318000,-0.106000,0,6046.00,190.00,-211.00,0
Kepler-1969 b,,,,,1.007000,0.318000,-0.106000,0,6046.00,190.00,-211.00,0
Kepler-1969 b,,,,0,0.865413,,,0,5591.00,123.00,-123.00,0
Kepler-1969 b,0.0717000000,,,0,1.007000,0.447000,-0.087000,0,6046.00,153.00,-213.00,0
Kepler-1969 b,0.0717000000,,,0,1.007000,0.447000,-0.087000,0,6046.00,153.00,-213.00,0
Kepler-1969 b,0.0717000000,,,0,1.007000,0.447000,-0.087000,0,6046.00,153.00,-213.00,0
Kepler-197 b,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 b,,,,,1.169000,0.050000,-0.047000,0,5945.00,119.00,-119.00,0
Kepler-197 b,,,,0,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 b,0.0596000000,,,0,1.109000,0.036000,-0.040000,0,6003.00,96.00,-108.00,0
Kepler-197 b,0.0590000000,,,0,1.180000,0.150000,-0.150000,0,5877.00,50.00,-50.00,0
Kepler-197 b,,,,,1.170000,0.037000,-0.034000,0,6180.00,65.95,-57.07,0
Kepler-197 b,0.0586170065,,,0,,,,,,,,
Kepler-197 b,0.0586300000,0.0004800000,-0.0004800000,0,1.163000,0.028000,-0.027000,0,5945.00,60.00,-60.00,0
Kepler-197 b,0.0601000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 b,0.0601000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 b,0.0601000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 b,0.0600000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 b,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 c,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 c,0.0882847489,,,0,,,,,,,,
Kepler-197 c,,,,,1.120000,,,0,,,,
Kepler-197 c,,,,,1.170000,0.037000,-0.034000,0,6180.00,65.95,-57.07,0
Kepler-197 c,0.0905000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 c,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 c,0.0905000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 c,,,,0,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 c,0.0900000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 c,0.0898000000,,,0,1.109000,0.036000,-0.040000,0,6003.00,96.00,-108.00,0
Kepler-197 c,0.0890000000,,,0,1.180000,0.150000,-0.150000,0,5877.00,50.00,-50.00,0
Kepler-197 c,0.0883100000,0.0007300000,-0.0007300000,0,1.163000,0.028000,-0.027000,0,5945.00,60.00,-60.00,0
Kepler-197 c,0.0905000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 c,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 c,,,,,1.169000,0.050000,-0.047000,0,5945.00,119.00,-119.00,0
Kepler-197 d,,,,0,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 d,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 d,,,,,1.169000,0.050000,-0.047000,0,5945.00,119.00,-119.00,0
Kepler-197 d,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 d,,,,,1.120000,,,0,,,,
Kepler-197 d,0.1185000000,,,0,1.109000,0.036000,-0.040000,0,6003.00,96.00,-108.00,0
Kepler-197 d,0.1194000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 d,0.1194000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 d,0.1194000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 d,0.1190000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 d,0.1164445390,,,0,,,,,,,,
Kepler-197 d,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 d,0.1164600000,0.0009500000,-0.0009500000,0,1.163000,0.028000,-0.027000,0,5945.00,60.00,-60.00,0
Kepler-197 d,0.1170000000,,,0,1.180000,0.150000,-0.150000,0,5877.00,50.00,-50.00,0
Kepler-197 d,,,,,1.170000,0.037000,-0.034000,0,6180.00,65.95,-57.07,0
Kepler-197 e,0.1638000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 e,0.1638000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 e,0.1640000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 e,0.1626000000,,,0,1.109000,0.036000,-0.040000,0,6003.00,96.00,-108.00,0
Kepler-197 e,,,,,1.170000,0.037000,-0.034000,0,6180.00,65.95,-57.07,0
Kepler-197 e,0.1638000000,,,0,1.120000,0.033000,-0.033000,0,6004.00,102.00,-102.00,0
Kepler-197 e,0.1598600000,0.0013300000,-0.0013300000,0,1.163000,0.028000,-0.027000,0,5945.00,60.00,-60.00,0
Kepler-197 e,,,,,1.169000,0.050000,-0.047000,0,5945.00,119.00,-119.00,0
Kepler-197 e,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 e,0.1600000000,,,0,1.180000,0.150000,-0.150000,0,5877.00,50.00,-50.00,0
Kepler-197 e,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 e,0.1598263973,,,0,,,,,,,,
Kepler-197 e,,,,0,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-197 e,,,,,1.209440,0.069210,-0.085328,0,5963.52,176.93,-171.35,0
Kepler-1972 b,,,,0,1.456210,0.065821,-0.068189,0,5916.00,157.97,-100.73,0
Kepler-1972 b,0.0794000000,,,0,2.193000,0.721000,-1.020000,0,6003.00,202.00,-199.00,0
Kepler-1972 b,0.0763000000,,,0,1.376000,0.232000,-0.258000,0,5788.00,115.00,-115.00,0
Kepler-1972 b,0.0794000000,,,0,2.193000,0.721000,-1.020000,0,6003.00,202.00,-199.00,0
Kepler-1972 b,0.0794000000,,,0,2.193000,0.721000,-1.020000,0,6003.00,202.00,-199.00,0
